158,158,569,253,37,13,,11,1.00,7999.00,587.61,7.35,1334.05,18.00,7999.00,8745.45,6500.00,911.39,12.30,f,,2025-08-02 00:00:00,2026-01-13 02:08:03.579753
159,159,569,551,41,10,38,3,1.00,114900.00,18700.52,16.28,17315.91,18.00,114900.00,113515.39,90000.00,6199.48,6.44,f,,2025-08-02 00:00:00,2026-01-13 02:08:03.579865
163,163,721,424,53,13,,11,1.00,57990.00,9747.87,16.81,8683.58,18.00,57990.00,56925.71,44000.00,4242.13,8.79,f,,2026-01-01 00:00:00,2026-01-13 02:08:03.580278
164,164,367,833,65,1,16,4,1.00,92990.00,12213.70,13.13,14539.73,18.00,92990.00,95316.03,72000.00,8776.30,10.86,f,,2025-01-12 00:00:00,2026-01-13 02:08:03.580384
165,165,288,777,102,13,,12,1.00,2999.00,634.08,21.14,425.69,18.00,2999.00,2790.61,1800.00,564.92,23.89,f,,2024-10-25 00:00:00,2026-01-13 02:08:03.580484
166,166,8,721,26,13,,9,1.00,26999.00,2847.57,10.55,4347.26,18.00,26999.00,28498.69,22000.00,2151.43,8.91,f,,2024-01-19 00:00:00,2026-01-13 02:08:03.580618
167,167,131,67,73,12,36,11,1.00,54999.00,7610.23,13.84,8529.98,18.00,54999.00,55918.75,44000.00,3388.77,7.15,f,,2024-05-21 00:00:00,2026-01-13 02:08:03.580735
168,168,465,905,62,1,42,7,1.00,44990.00,5685.41,12.64,7074.83,18.00,44990.00,46379.42,36000.00,3304.59,8.41,f,,2025-04-20 00:00:00,2026-01-13 02:08:03.580843
169,169,230,530,27,13,,7,1.00,17999.00,2038.36,11.32,2872.92,18.00,17999.00,18833.56,14000.00,1960.64,12.28,f,,2024-08-28 00:00:00,2026-01-13 02:08:03.580975
170,170,202,434,20,13,,1,1.00,36999.00,6477.01,17.51,5493.96,18.00,36999.00,36015.95,30000.00,521.99,1.71,f,,2024-07-31 00:00:00,2026-01-13 02:08:03.581108
172,172,35,63,161,13,,13,1.00,9295.00,945.13,10.17,1502.98,18.00,9295.00,9852.85,6500.00,1849.87,22.15,f,,2024-02-15 00:00:00,2026-01-13 02:08:03.581324
173,173,54,573,44,13,,14,1.00,154900.00,17297.09,11.17,24768.52,18.00,154900.00,162371.43,125000.00,12602.91,9.16,f,,2024-03-05 00:00:00,2026-01-13 02:08:03.581434
176,176,668,526,35,3,61,6,1.00,15999.00,2949.62,18.44,2348.89,18.00,15999.00,15398.27,13000.00,49.38,0.38,f,,2025-11-09 00:00:00,2026-01-13 02:08:03.581838
177,177,695,674,36,7,45,4,1.00,17999.00,2645.57,14.70,2763.62,18.00,17999.00,18117.05,15000.00,353.43,2.30,f,,2025-12-06 00:00:00,2026-01-13 02:08:03.581973
179,179,44,809,159,13,,10,1.00,12995.00,1703.14,13.11,2032.53,18.00,12995.00,13324.39,8500.00,2791.86,24.72,f,,2024-02-24 00:00:00,2026-01-13 02:08:03.582174
180,180,7,189,2,13,,8,1.00,144900.00,11371.81,7.85,24035.07,18.00,144900.00,157563.27,124000.00,9528.19,7.14,f,,2024-01-18 00:00:00,2026-01-13 02:08:03.582304
181,181,179,179,58,13,,3,1.00,39990.00,3175.13,7.94,6626.68,18.00,39990.00,43441.54,32000.00,4814.87,13.08,f,,2024-07-08 00:00:00,2026-01-13 02:08:03.582402
183,183,195,134,52,13,,11,1.00,59490.00,6807.50,11.44,9482.85,18.00,59490.00,62165.35,46000.00,6682.50,12.68,f,,2024-07-24 00:00:00,2026-01-13 02:08:03.582634
184,184,254,336,100,10,63,8,1.00,12999.00,1064.16,8.19,2148.27,18.00,12999.00,14083.11,8500.00,3434.84,28.78,f,,2024-09-21 00:00:00,2026-01-13 02:08:03.582738
185,185,661,398,57,13,,6,1.00,37990.00,6160.13,16.22,5729.38,18.00,37990.00,37559.25,30000.00,1829.87,5.75,f,,2025-11-02 00:00:00,2026-01-13 02:08:03.582843
186,186,598,654,13,13,,4,1.00,33999.00,3623.09,10.66,5467.66,18.00,33999.00,35843.57,26000.00,4375.91,14.41,f,,2025-08-31 00:00:00,2026-01-13 02:08:03.582974
189,189,101,81,24,13,,4,1.00,33999.00,3368.19,9.91,5513.55,18.00,33999.00,36144.35,30000.00,630.81,2.06,f,,2024-04-21 00:00:00,2026-01-13 02:08:03.583347
190,190,142,196,188,13,,13,2.00,799.00,101.32,12.68,251.16,18.00,1598.00,1646.52,900.00,495.35,35.50,f,,2024-06-01 00:00:00,2026-01-13 02:08:03.583455
191,191,153,13,126,13,,9,2.00,3299.00,799.45,24.23,899.84,18.00,6598.00,5898.93,4400.00,599.10,11.98,f,,2024-06-12 00:00:00,2026-01-13 02:08:03.583629
192,192,715,193,55,13,,6,1.00,54990.00,11033.77,20.07,7912.12,18.00,54990.00,51868.35,42000.00,1956.23,4.45,f,,2025-12-26 00:00:00,2026-01-13 02:08:03.583732
193,193,364,675,62,12,69,10,1.00,44990.00,4271.60,9.49,7329.31,18.00,44990.00,48047.71,36000.00,4718.40,11.59,f,,2025-01-09 00:00:00,2026-01-13 02:08:03.58384
195,195,312,986,7,13,,14,1.00,79999.00,10263.14,12.83,12552.46,18.00,79999.00,82288.32,60000.00,9735.86,13.96,f,,2024-11-18 00:00:00,2026-01-13 02:08:03.584202
196,196,396,987,34,13,,9,1.00,21999.00,1352.73,6.15,3716.33,18.00,21999.00,24362.60,18000.00,2646.27,12.82,f,,2025-02-10 00:00:00,2026-01-13 02:08:03.584333
197,197,550,133,108,4,17,14,2.00,14999.00,2143.76,14.29,4627.88,18.00,29998.00,30338.36,20000.00,5710.47,22.21,f,,2025-07-14 00:00:00,2026-01-13 02:08:03.584437
198,198,318,589,62,13,,3,1.00,44990.00,5957.64,13.24,7025.82,18.00,44990.00,46058.18,36000.00,3032.36,7.77,f,,2024-11-24 00:00:00,2026-01-13 02:08:03.584542
201,201,299,551,14,7,71,6,1.00,37999.00,4231.92,11.14,6078.07,18.00,37999.00,39845.16,30000.00,3767.08,11.16,f,,2024-11-05 00:00:00,2026-01-13 02:08:03.584911
203,203,407,200,9,13,,8,1.00,40999.00,8188.94,19.97,5905.81,18.00,40999.00,38715.87,32000.00,810.06,2.47,f,,2025-02-21 00:00:00,2026-01-13 02:08:03.585182
204,204,175,841,138,13,,7,1.00,2799.00,728.85,26.04,372.63,18.00,2799.00,2442.78,2000.00,70.15,3.39,f,,2024-07-04 00:00:00,2026-01-13 02:08:03.585366
205,205,546,222,4,9,14,5,1.00,89900.00,11518.32,12.81,14108.70,18.00,89900.00,92490.38,76000.00,2381.68,3.04,f,,2025-07-10 00:00:00,2026-01-13 02:08:03.585585
206,206,384,387,145,13,,1,1.00,40990.00,6217.61,15.17,6259.03,18.00,40990.00,41031.42,32000.00,2772.39,7.97,f,,2025-01-29 00:00:00,2026-01-13 02:08:03.585774
208,208,238,124,12,13,,1,1.00,35999.00,6508.57,18.08,5308.28,18.00,35999.00,34798.71,28000.00,1490.43,5.05,f,,2024-09-05 00:00:00,2026-01-13 02:08:03.586061
210,210,714,647,163,6,23,12,1.00,16999.00,4793.98,28.20,2196.90,18.00,16999.00,14401.93,12000.00,205.02,1.68,f,,2025-12-25 00:00:00,2026-01-13 02:08:03.586326
